No,Nama Satker,Nomor Rekening,Nama Rekening,Tanggal Transaksi Terakhir,Saldo Akhir,Saldo Telah Menjadi Hak Negara,Saldo Rekening Antara untuk menampung pembayaran dari negara,Saldo Belum/tidak menjadi hak negara
191,BLU PUSVETMA SBY UNTUK PKD ,0005801400039288,L 135 BLU PUSVETMA SBY UNTUK PKD ,31/01/2024,5.000.000.000.00, 251.186.994.059.21, , 
192, BLU PUSVETMA SBY UNTUK PKD ,0167DEP2022IDR000920,L 135 BLU PUSVETMA SBY UNTUK PKD ,31/01/2024,5.000.000.000.00, 251.186.994.059.21, , 
193,BLU BSPJI SURABAYA UNTUK OPR PNR,2023192000,L 135 BLU BSPJI SURABAYA UNTUK OPR PNR,31/01/2024,0.00, 251.186.994.059.21, , 
194,BLU BSPJI SURABAYA UNTUK DK,2023555566,L 135 BLU BSPJI SURABAYA UNTUK DK,31/01/2024,0.00, 251.186.994.059.21, , 
195,BLU BSPJI SURABAYA UNTUK OPR PENGEL,2023312023,L 135 BLU BSPJI SURABAYA UNTUK OPR PENGEL,31/01/2024,0.00, 251.186.994.059.21, , 
196,POLTEKBANG UNTUK DK BLU,3697272720,L 135 POLTEKBANG UNTUK DK BLU,31/01/2024,0.00, 251.186.994.059.21, , 
197,POLTEKBANG UTK PENGEL PNBP BLU,3697272742,L 135 POLTEKBANG UTK PENGEL PNBP BLU,31/01/2024,0.00, 251.186.994.059.21, , 
198, POLTEKBANG UTK PENR PNBP BLU,3697272731,L 135 POLTEKBANG UTK PENR PNBP BLU,31/01/2024,0.00, 251.186.994.059.21, , 
199,POLTEKBANG UTK DEPOSITO2 PK,0488818656,L 135 POLTEKBANG UTK DEPOSITO2 PK,31/01/2024,0.00, 251.186.994.059.21, , 
200,POLTEKBANG UTK DEPOSITO3 PK,7000000105800155,L 135 POLTEKBANG UTK DEPOSITO3 PK,31/01/2024,0.00, 251.186.994.059.21, , 
201,BLU POLTEKPEL SBY UNTUK OPS,0039301300003472,L 135 BLU POLTEKPEL SBY UNTUK OPS,31/01/2024,0.00, 251.186.994.059.21, , 
202,BLU POLTEKPEL SBY UNTUK OPS,0000039301300003480,L 135 BLU POLTEKPEL SBY UNTUK OPS,31/01/2024,0.00, 251.186.994.059.21, , 
203,BLU POLTEKPEL SBY UNTUK DK,0000039301300003464,L 135 BLU POLTEKPEL SBY UNTUK DK,31/01/2024,0.00, 251.186.994.059.21, , 
204,BLU BBLKM SURABAYA UNTUK OPS PNR,1420044477767,L 135 BLU BBLKM SURABAYA UNTUK OPS PNR,31/01/2024,, 251.186.994.059.21, , 
205,BLU BBLKM SURABAYA UNTUK PKD,1420206436569,L 135 BLU BBLKM SURABAYA UNTUK PKD,31/01/2024,, 251.186.994.059.21, , 
206,BLU BBLKM SURABAYA UNTUK OPS,1420033377762,L 135 BLU BBLKM SURABAYA UNTUK OPS,31/01/2024,, 251.186.994.059.21, , 
207,BBLABKES UNTUK PKD,1420050738888,L 135 BBLABKES UNTUK PKD,31/01/2024,408.957.155.00, 251.186.994.059.21, , 
208,BBLABKES UNTUK PKD,1420205463580,L 135 BBLABKES UNTUK PKD,31/01/2024,2.000.000.000.00, 251.186.994.059.21, , 
209, BBLABKES UNTUK OPS P,1420075668888,L 135 BBLABKES UNTUK OPS P,31/01/2024,3.626.988.512.00, 251.186.994.059.21, , 
210, POLTEKKES UTK OPERASIONAL BLU,0337885184,L 135 POLTEKKES UTK OPERASIONAL BLU,31/01/2024,0.00, 251.186.994.059.21, , 
211, BLU POLTEKKES SBY UTK DK,3332200003,L 135 BLU POLTEKKES SBY UTK DK,31/01/2024,0.00, 251.186.994.059.21, , 
212, POLTEKKES UTK DK BLU,1420049900888,L 135 POLTEKKES UTK DK BLU,31/01/2024,0.00, 251.186.994.059.21, , 
213, BLU POLTEKKES SBY UNTUK DK,7800077881,L 135 BLU POLTEKKES SBY UNTUK DK,31/01/2024,0.00, 251.186.994.059.21, , 
214,BLU POLTEKKES SBY UNTUK OPS,1345838227,L 135 BLU POLTEKKES SBY UNTUK OPS,31/01/2024,0.00, 251.186.994.059.21, , 
215,BLU POLTEKKES SBY UNTUK OPS,7031669999,L 135 BLU POLTEKKES SBY UNTUK OPS,31/01/2024,0.00, 251.186.994.059.21, , 
216,BLU POLTEKKES SBY UNTUK OPS,6800066887,L 135 BLU POLTEKKES SBY UNTUK OPS,31/01/2024,0.00, 251.186.994.059.21, , 
217,UIN SUNAN AMPEL UTK OPERASIONAL BLU PENERIMAAN PNBP,0006401300000077,L 135 UIN SUNAN AMPEL UTK OPERASIONAL BLU PENERIMAAN PNBP,31/01/2024,47.377.682.009.24, 251.186.994.059.21, , 
218,UIN SUNAN AMPEL UTK OPRSL BLU PNBP,0006401300000289,L 135 UIN SUNAN AMPEL UTK OPRSL BLU PNBP,31/01/2024,6.704.940.062.73, 251.186.994.059.21, , 
219,UIN U DN KLL BLU KJSM,0011246354,L 135 UIN U DN KLL BLU KJSM,31/01/2024,528.735.056.11, 251.186.994.059.21, , 
220,UIN SUNAN AMPEL UTK DANA KELOLAAN BLU GURU,0006401300000433,L 135 UIN SUNAN AMPEL UTK DANA KELOLAAN BLU GURU,31/01/2024,1.503.444.020.33, 251.186.994.059.21, , 
221,UIN SUNAN AMPEL UTK OPERASIONAL BLU PENGELUARAN PNBP,0006401300000467,L 135 UIN SUNAN AMPEL UTK OPERASIONAL BLU PENGELUARAN PNBP,31/01/2024,4.867.824.976.72, 251.186.994.059.21, , 
222,BLU UINSA UNTUK OPS KANTOR PUSAT,000640130000556,L 135 BLU UINSA UNTUK OPS KANTOR PUSAT,31/01/2024,0.00, 251.186.994.059.21, , 
223, BLU UINSA UNTUK OPS FAH,000640130000564,L 135 BLU UINSA UNTUK OPS FAH,31/01/2024,0.00, 251.186.994.059.21, , 
224,BLU UINSA UNTUK OPS FSH,000640130000548,L 135 BLU UINSA UNTUK OPS FSH,31/01/2024,0.00, 251.186.994.059.21, , 
225,BLU UINSA UNTUK OPS FTK,000640130000572,L 135 BLU UINSA UNTUK OPS FTK,31/01/2024,0.00, 251.186.994.059.21, , 
226, BLU UINSA UNTUK OPS FUF,000640130000580,L 135 BLU UINSA UNTUK OPS FUF,31/01/2024,0.00, 251.186.994.059.21, , 
227,BLU UINSA UNTUK OPS PASCASARJANA,000640130000598,L 135 BLU UINSA UNTUK OPS PASCASARJANA,31/01/2024,0.00, 251.186.994.059.21, , 
228,BLU UINSA UNTUK OPS FSAINTEK,000640130000611,L 135 BLU UINSA UNTUK OPS FSAINTEK,31/01/2024,0.00, 251.186.994.059.21, , 
229, BLU UINSA UNTUK OPS FEBI,000640130000629,L 135 BLU UINSA UNTUK OPS FEBI,31/01/2024,0.00, 251.186.994.059.21, , 
230,BLU UINSA UNTUK OPS FISIP,0006401300000637,L 135 BLU UINSA UNTUK OPS FISIP,31/01/2024,9.000.000.00, 251.186.994.059.21, , 
231, BLU UINSA UNTUK OPS FPK,0006401300000645,L 135 BLU UINSA UNTUK OPS FPK,31/01/2024,0.00, 251.186.994.059.21, , 
232,BLU UINSA UNTUK OPS FDK,0006401300000530,L 135 BLU UINSA UNTUK OPS FDK,31/01/2024,0.00, 251.186.994.059.21, , 
233, BLU UINSA UTK OPS PNBP KANPUS,6688000007,L 135 BLU UINSA UTK OPS PNBP KANPUS,31/01/2024,1.951.777.968.54, 251.186.994.059.21, , 
234, BLU UINSA UTK OPS UKT,6101555551,L 135 BLU UINSA UTK OPS UKT,31/01/2024,3.510.181.637.51, 251.186.994.059.21, , 
, BLU UINSA UNTUK DK KS,6101010109,L 135 BLU UINSA UNTUK DK KS,31/01/2024,1.142.915.068.10, 251.186.994.059.21, , 
235, BLU UINSA UTK OPS UKT,1170001172,L 135 BLU UINSA UTK OPS UKT,31/01/2024,8.457.846.208.88, 251.186.994.059.21, , 
236, BLU UINSA UNTUK DK,6101888889,L 135 BLU UINSA UNTUK DK,31/01/2024,11.435.071.16, 251.186.994.059.21, , 
237,BLU UINSA UTK DK PPB,0006401300009990,L 135 BLU UINSA UTK DK PPB,31/01/2024,134.973.566.29, 251.186.994.059.21, , 
238, BLU UINSA UNTUK DK ,6101888889,L 135 BLU UINSA UNTUK DK ,31/01/2024,847.166.80, 251.186.994.059.21, , 
239, BLU UINSA UNTUK PKD,BB20600/A019852,L 135 BLU UINSA UNTUK PKD,31/01/2024,25.000.000.000.00, 251.186.994.059.21, , 
240, BLU UINSA UNTUK PKD,BB20600/A019851,L 135 BLU UINSA UNTUK PKD,31/01/2024,25.000.000.000.00, 251.186.994.059.21, , 
241, BLU UINSA UNTUK PKD,7000000161172825,L 135 BLU UINSA UNTUK PKD,31/01/2024,25.000.000.000.00, 251.186.994.059.21, , 
242, BLU UINSA UNTUK PKD,7000000161173090,L 135 BLU UINSA UNTUK PKD,31/01/2024,25.000.000.000.00, 251.186.994.059.21, , 
242,BLU UINSA UNTUK PKD,7010132811,L 135 BLU UINSA UNTUK PKD,31/01/2024,20.000.000.000.00, 251.186.994.059.21, , 
243,BLU UINSA UNTUK PKD,6401400015760,L 135 BLU UINSA UNTUK PKD,31/01/2024,25.000.000.000.00, 251.186.994.059.21, , 
244,RS BHAY SAMSOERI UTKPLLKAS BLU,115601000121301,L 135 RS BHAY SAMSOERI UTKPLLKAS BLU,31/01/2024,0.00, 251.186.994.059.21, , 
245,RS BHAY SAMSOERI UTK OPRSL BLU,00000008681386818,L 135 RS BHAY SAMSOERI UTK OPRSL BLU,31/01/2024,0.00, 251.186.994.059.21, , 
246,RS BHAY SAMSOERI UTKOPRLBLUPNRM,00000006616816868,L 135 RS BHAY SAMSOERI UTKOPRLBLUPNRM,31/01/2024,0.00, 251.186.994.059.21, , 
247,RS BHAY SAMSOERI UTKPLLKAS BLU UTK DEPOSITO,115601001861409,L 135 RS BHAY SAMSOERI UTKPLLKAS BLU UTK DEPOSITO,31/01/2024,0.00, 251.186.994.059.21, , 
248,BLU RUMKIT BHAYANGKARA UNTUK PKD ,115601003790400,L 135 BLU RUMKIT BHAYANGKARA UNTUK PKD ,31/01/2024,0.00, 251.186.994.059.21, , 
249,BLU RUMKIT BHAYANGKARA UNTUK DK,1420018901297,L 135 BLU RUMKIT BHAYANGKARA UNTUK DK,31/01/2024,0.00, 251.186.994.059.21, , 
250,BLU RS BHAYANGKARA UNTUK OPS,7031444446,L 135 BLU RS BHAYANGKARA UNTUK OPS,31/01/2024,192.486.299.00, 251.186.994.059.21, , 
251,BLU RUMKIT BHAYANGKARA UNTUK PKD,SY141995,L 135 BLU RUMKIT BHAYANGKARA UNTUK PKD,31/01/2024,192.486.299.00, 251.186.994.059.21, , 
252, BLU RUMKIT BHAYANGKARA UNTUK PKD,AB00277630/7000000181406288,L 135 BLU RUMKIT BHAYANGKARA UNTUK PKD,31/01/2024,192.486.299.00, 251.186.994.059.21, , 
253,BLU RS BHAYANGKARA UNTUK PKD ,108680,L 135 BLU RS BHAYANGKARA UNTUK PKD ,31/01/2024,0.00, 251.186.994.059.21, , 
254,BLU POLTEKKES SBY UNTUK PKD,3000043156,L 135 BLU POLTEKKES SBY UNTUK PKD,31/01/2024,0.00, 251.186.994.059.21, , 
255,BLU PUSVETMA SBY UNTUK PKD,1672022000181.00,L 135 BLU PUSVETMA SBY UNTUK PKD,31/01/2024,, 251.186.994.059.21, , 
256,BLU PUSVETMA SBY UNTUK PKD,16720220920,L 135 BLU PUSVETMA SBY UNTUK PKD,31/01/2024,, 251.186.994.059.21, , 
257,BLU PUSVETMA SBY UNTUK PKD,167220200360,L 135 BLU PUSVETMA SBY UNTUK PKD,31/01/2024,, 251.186.994.059.21, , 
258,BLU PUSVETMA SBY UNTUK PKD,8118332020000890.00,L 135 BLU PUSVETMA SBY UNTUK PKD,31/01/2024,0.00, 251.186.994.059.21, , 
259,BLU PUSVETMA UNTUK PKD,8218512021000380,L 135 BLU PUSVETMA UNTUK PKD,31/01/2024,0.00, 251.186.994.059.21, , 
260,BLU PUSVETMA UNTUK PKD,14020205721201,L 135 BLU PUSVETMA UNTUK PKD,31/01/2024,0.00, 251.186.994.059.21, , 
261,PDHL KODAMV UTK2Z2CSA9A,1410023638299,L 135 PDHL KODAMV UTK2Z2CSA9A,31/01/2024,0.00, 251.186.994.059.21, , 
262,PDHL KODAMV UTK2SVBN4DA,1410023714199,L 135 PDHL KODAMV UTK2SVBN4DA,31/01/2024,0.00, 251.186.994.059.21, , 
263,PDHL REM084 UTK21N31MVA        ,0251030782,L135 PDHL REM084 UTK21N31MVA	,31/01/2024,0.00, 251.186.994.059.21, , 
264,PDHL BIDKEU UTK2RHFFQVA,6666020233,L 135 PDHL BIDKEU UTK2RHFFQVA,31/01/2024, 2.602.749.00, 251.186.994.059.21, , 
265,PDHL POLRESTABES UTK 2851P1EA,0000000201300014591,L 135 PDHL POLRESTABES UTK 2851P1EA,31/01/2024,0.00, 251.186.994.059.21, , 
266,PDHL ITWASDA UTK2E7RKRUA,1271005730,L135 PDHL ITWASDA UTK2E7RKRUA,31/01/2024,0.00, 251.186.994.059.21, , 
267,PDHL BNNK P UTK2JRMCWEA,0231910611,L135 PDHL BNNK P UTK2JRMCWEA,31/01/2024,0.00, 251.186.994.059.21, , 
268,PDHL KODAMV UTK 29SHX81A,11157602,L 135 PDHL KODAMV UTK 29SHX81A,31/01/2024,0.00, 251.186.994.059.21, , 
269,PDHL KODAMV UTK2FW2L89A,1410023647050,L135 PDHL KODAMV UTK2FW2L89A,31/01/2024,0.00, 251.186.994.059.21, , 
270,KS BDK AGAMA UTK KMPT,0371002464,L 135 KS BDK AGAMA UTK KMPT,31/01/2024,474.614.80, 251.186.994.059.21, , 
271,PS BBLABKES SBY UTK INSENTIF,1420045898888,L 135 PS BBLABKES SBY UTK INSENTIF,31/01/2024,0.00, , , 
272,PS BIDKEU UNTUK KONTIJENSI,1400001006510,L 135 PS BIDKEU UNTUK KONTIJENSI,31/01/2024,0.00, , , 
273,PS BIDKEU UNTUK TUNKIN,041201001268309,L 135 PS BIDKEU UNTUK TUNKIN,31/01/2024,0.00, , , 
274,PS BIDKEU UNTUK TUKIN2,6000882023,L 135 PS BIDKEU UNTUK TUKIN2,31/01/2024,0.00, , , 
275,PS BIDKEU UNTUK TUKIN3,1410023984875,L 135 PS BIDKEU UNTUK TUKIN3,31/01/2024,0.00, , , 
276,PS BIDOKKES UNTUK RIKKES,1410021536412,L 135 PS BIDOKKES UNTUK RIKKES,31/01/2024,0.00, , , 
277,PS BIDOKKES UTK RIKKESRIM IPDN,1410052056553,L 135 PS BIDOKKES UTK RIKKESRIM IPDN,31/01/2024,0.00, , , 
278,PS DITRESKRIMUM UNTUK B BUKTI,041201001737308,L 135 PS DITRESKRIMUM UNTUK B BUKTI,31/01/2024,0.00, , , 
279,PS BIDPROPAM POLDA JATIM UTK BB,041201001827307,L135 PS BIDPROPAM POLDA JATIM UTK BB,31/01/2024,0.00, , , 
280,PDT PA SURABAYA UNTUK BIAYA PERKARA,0000005801303333333,L 135 PDT PA SURABAYA UNTUK BIAYA PERKARA,31/01/2024,0.00, , , 2.200.000.00
281,PTTUN SURABAYA UTK PDT BIAYA PERKARA,0772774770,L 135 PTTUN SURABAYA UTK PDT BIAYA PERKARA,31/01/2024,0.00, , , 2.200.000.00
282,PDT PA BWN UTK BIAYA PERKARA,0000741501000006307,L 135 PDT PA BWN UTK BIAYA PERKARA,31/01/2024,0.00, , , 2.200.000.00
283,PA GRESIK UTK PDT BIAYA PERKARA,7136107668,L 135 PA GRESIK UTK PDT BIAYA PERKARA,31/01/2024,0.00, , , 2.200.000.00
284,PN GRESIK KELAS I A UTK PDT BIAYA PERKARA,0006101300003748,L 135 PN GRESIK KELAS I A UTK PDT BIAYA PERKARA,31/01/2024,0.00, , , 2.200.000.00
285,PT SURABAYA UTK PDT,009601000038301,L 135 PT SURABAYA UTK PDT,31/01/2024,0.00, , , 2.200.000.00
286, PN TIPIKOR SURABAYA KLAS IA KHUSUS UTK PDT BIAYA PERKARA,654440991331000,L 135 PN TIPIKOR SURABAYA KLAS IA KHUSUS UTK PDT BIAYA PERKARA,31/01/2024,2.200.000.00, , , 2.200.000.00
287, PTA SURABAYA UTK PDT BIAYA PERKARA,058401000437300,L 135 PTA SURABAYA UTK PDT BIAYA PERKARA,31/01/2024,0.00, , , 2.200.000.00
288, PDT BHP SURABAYA UNTUK UPK,4000505051,L 135 PDT BHP SURABAYA UNTUK UPK,31/01/2024,0.00, , , 2.200.000.00
289,BALAI HARTA PENINGGALAN SURABAYA UTK PDT KEPAILITAN,1410016002552,L 135 BALAI HARTA PENINGGALAN SURABAYA UTK PDT KEPAILITAN,31/01/2024,0.00, , , 2.200.000.00
290,LANUD SURABAYA,651663448401000,BPN 135 LANUD SURABAYA,31 Februari 2024,0.00, 231.153.651.141.21, , 
291,BPFK SURABAYA,1420004582184,BPN 135 BPFK SURABAYA,31 Februari 2024,0.00, 231.153.651.141.21, , 
292,ASRAMA HAJI SURABAYA,1420014638422,BPN 135 ASRAMA HAJI SURABAYA,31 Februari 2024,0.00, 231.153.651.141.21, , 
293, BKIPMKHP KELAS I SURABAYA II,032801001198309,BPN 135 BKIPMKHP KELAS I SURABAYA II,31 Februari 2024,0.00, 231.153.651.141.21, , 
294,DITLANTAS POLDA JATIM,8100126439411000,BPN 135 DITLANTAS POLDA JATIM,31 Februari 2024,0.00, 231.153.651.141.21, , 
295,DITLANTAS POLDA JATIM,00000000960100161,BPN 135 DITLANTAS POLDA JATIM,31 Februari 2024,0.00, 231.153.651.141.21, , 
296,POLRESTABES SURABAYA,021101000651305,BPN 135 POLRESTABES SURABAYA,31 Februari 2024,0.00, 231.153.651.141.21, , 
297,POLRESTABES SURABAYA,009601004717305,BPN 135 POLRESTABES SURABAYA,31 Februari 2024,0.00, 231.153.651.141.21, , 
298,DITINTELKAM POLDA JATIM,8100126439161000,BPN 135 DITINTELKAM POLDA JATIM,31 Februari 2024,449.000.00, 231.153.651.141.21, , 
299,POLRES GRESIK,002601000586303,BPN 135 POLRES GRESIK,31 Februari 2024,0.00, 231.153.651.141.21, , 
300,POLRES GRESIK,9898986444590000,BPN 136 POLRES GRESIK,31 Februari 2024,0.00, 231.153.651.141.21, , 
301,DITPAMOBVIT POLDA JATIM,588773594,BPN 135 DITPAMOBVIT POLDA JATIM,31 Februari 2024,0.00, 231.153.651.141.21, , 
302,POLRES PELABUHAN TANJUNG PERAK,032801002678302,BPN 135 POLRES PELABUHAN TANJUNG PERAK,31 Februari 2024,0.00, 231.153.651.141.21, , 
303,DITINTELKAM POLDA JATIM,9601003646307,BPN 135 DITINTELKAM POLDA JATIM,31 Februari 2024,0.00, 231.153.651.141.21, , 
304,BARISTAND INDUSTRI SBY,186168018,BPn 135 BARISTAND INDUSTRI SBY,31 Februari 2024,0.00, 231.153.651.141.21, , 
305,PT SBY 098104,653240981041000,BPG 135 PT SBY 098104,31 Februari 2024,0.00, 231.153.651.141.21, , 
306,PN SURABAYA,653240981111000,BPG 135 PN SURABAYA,31 Februari 2024,0.00, 231.153.651.141.21, , 
307,PENGADILAN NEGERI GRESIK 01,653240981501000,BPG 135 PENGADILAN NEGERI GRESIK 01,31 Februari 2024,0.00, 231.153.651.141.21, , 
308,PENGADILAN NEGERI GRESIK 03,654440991381000,BPG 135 PENGADILAN NEGERI GRESIK 03,31 Februari 2024,0.00, 231.153.651.141.21, , 
309,PT SBY 099132,654440991321000,BPG 135 PT SBY 099132,31 Februari 2024,0.00, 231.153.651.141.21, , 
310,PN SURABAYA,39301300002044,BPG 135 PN SURABAYA,31 Februari 2024,0.00, 231.153.651.141.21, , 
311,PTA SURABAYA QQ 01,653243081701000,BPG 135 PTA SURABAYA QQ 01,31 Februari 2024,0.00, 231.153.651.141.21, , 
312, PTA SURABAYA QQ 04,651543091251000,BPG 135 PTA SURABAYA QQ 04,31 Februari 2024,0.00, 231.153.651.141.21, , 
313,PENGADILAN AGAMA SURABAYA QQ 01,653244012401000,BPG 135 PENGADILAN AGAMA SURABAYA QQ 01,31 Februari 2024,0.00, 231.153.651.141.21, , 
314,PENGADILAN AGAMA SURABAYA QQ 04,653194012411000,BPG 135 PENGADILAN AGAMA SURABAYA QQ 04,31 Februari 2024,0.00, 231.153.651.141.21, , 
315,PENGADILAN AGAMA BAWEAN 01,653254012871000,BPG 135 PENGADILAN AGAMA BAWEAN 01,31 Februari 2024,0.00, 231.153.651.141.21, , 
316,PENGADILAN AGAMA BAWEAN 04,651544012881000,BPG 135 PENGADILAN AGAMA BAWEAN 04,31 Februari 2024,0.00, 231.153.651.141.21, , 
317,PENGADILAN AGAMA GRESIK,653244012931000,BPG 135 PENGADILAN AGAMA GRESIK,31 Februari 2024,0.00, 231.153.651.141.21, , 
318,PENGADILAN AGAMA GRESIK 04,651544012941000,BPG 135 PENGADILAN AGAMA GRESIK 04,31 Februari 2024,0.00, 231.153.651.141.21, , 
319,PT TUN SBY 01,653255489401000,BPG 135 PT TUN SBY 01,31 Februari 2024,0.00, 231.153.651.141.21, , 
320, PT TUN SBY 05,00000000772774770,BPG 135 PT TUN SBY 05,31 Februari 2024,0.00, 231.153.651.141.21, , 
321,PM TINGGI III SBY,653246633001000,BPG 135 PM TINGGI III SBY,31 Februari 2024,0.00, 231.153.651.141.21, , 
322,PM TINGGI III SBY,651556633011000,BPG 135 PM TINGGI III SBY,31 Februari 2024,0.00, 231.153.651.141.21, , 
323,DILMIL III 12 SBY,653256633141000,BPG 135 DILMIL III 12 SBY,31 Februari 2024,0.00, 231.153.651.141.21, , 
324, DILMIL III 12 SBY,651556633151000,BPG 135 DILMIL III 12 SBY,31 Februari 2024,0.00, 231.153.651.141.21, , 
325,SETDA JATIM 04,0011204619,BPG 135 SETDA JATIM 04,31 Februari 2024,0.00, 231.153.651.141.21, , 
326,DINAS PMPTSP JATIM,9890244841531000,BPG 135 DINAS PMPTSP JATIM,31 Februari 2024,0.00, 231.153.651.141.21, , 
327,BAPPEDA PROV JATIM,9890244841541000  ,BPG 135 BAPPEDA PROV JATIM,31 Februari 2024,0.00, 231.153.651.141.21, , 
328,DENMADAM V/BRW,652843442591000,BPG 135 DENMADAM V/BRW,31 Februari 2024,0.00, 231.153.651.141.21, , 
329,ZIDAM V/BRAWIJAYA,652813442641000,BPG 135 ZIDAM V/BRAWIJAYA,31 Februari 2024,34.140.000.00, 231.153.651.141.21, , 
330,BEKANGDAM V/BRAW IJAYA,652813442651000,BPG 135 BEKANGDAM V/BRAW IJAYA,31 Februari 2024,60.000.000.00, 231.153.651.141.21, , 
331,PALDAM V/BRAW IJAYA,652813442661000,BPG 135 PALDAM V/BRAW IJAYA,31 Februari 2024,0.00, 231.153.651.141.21, , 
332,KOREM 084/BJ,652813442811000,BPG 135 KOREM 084/BJ,31 Februari 2024,99.600.000.00, 231.153.651.141.21, , 
333,KODIM 0830/SURABAYA UTARA,652816850541000,BPG 135 KODIM 0830/SURABAYA UTARA,31 Februari 2024,0.00, 231.153.651.141.21, , 
334,KODIM 0831/SURABAYA TIMUR,652816850551000,BPG 135 KODIM 0831/SURABAYA TIMUR,31 Februari 2024,0.00, 231.153.651.141.21, , 
335,KODIM 0832/SURABAYA SELATAN,652816850571000,BPG 135 KODIM 0832/SURABAYA SELATAN,31 Februari 2024,0.00, 231.153.651.141.21, , 
336,PUSDIKLAT HANUDNAS,651663448151000,BPG 135 PUSDIKLAT HANUDNAS,31 Februari 2024,0.00, 231.153.651.141.21, , 
337, LANUD MULJONO,651663448401000,BPG 135 LANUD MULJONO,31 Februari 2024,0.00, 231.153.651.141.21, , 
338, KOGARTAP III/ SBY,8100126843351000,BPG 135 KOGARTAP III/ SBY,31 Februari 2024,0.00, 231.153.651.141.21, , 
339,BALAI HARTA PENINGGALAN SBY,9890680992991000,BPG 135 BALAI HARTA PENINGGALAN SBY,31 Februari 2024,7.173.431.00, 231.153.651.141.21, , 
340,KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,9890854087511000,BPG 135 KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,31 Februari 2024,8.025.000.00, 231.153.651.141.21, , 
341,KANWIL KEMENKUMHAM JATIM 408753,650894087531000,BPG 135 KANWIL KEMENKUMHAM JATIM 408753,31 Februari 2024,0.00, 231.153.651.141.21, , 
342, KANWIL KEMENKUMHAM JATIM 408754,650924087541000,BPG 135 KANWIL KEMENKUMHAM JATIM 408754,31 Februari 2024,0.00, 231.153.651.141.21, , 
343,KANWIL KEMENKUMHAM JATIM 408755,650854087551000,BPG 135 KANWIL KEMENKUMHAM JATIM 408755,31 Februari 2024,0.00, 231.153.651.141.21, , 
344,KANWIL KEMENKUMHAM JATIM 408756,650474087561000,BPG 135 KANWIL KEMENKUMHAM JATIM 408756,31 Februari 2024,0.00, 231.153.651.141.21, , 
345,KANWIL KEMENKUMHAM JATIM 408757,651064087571000,BPG 135 KANWIL KEMENKUMHAM JATIM 408757,31 Februari 2024,0.00, 231.153.651.141.21, , 
346,KANWIL KEMENKUMHAM JATIM 408758,653984087581000,BPG 135 KANWIL KEMENKUMHAM JATIM 408758,31 Februari 2024,0.00, 231.153.651.141.21, , 
347,KANWIL KEMENKUMHAM JATIM 408759,653574087591000,BPG 135 KANWIL KEMENKUMHAM JATIM 408759,31 Februari 2024,0.00, 231.153.651.141.21, , 
348,KANWIL KEMENKUMHAM JATIM 408760,653204087601000,BPG 135 KANWIL KEMENKUMHAM JATIM 408760,31 Februari 2024,0.00, 231.153.651.141.21, , 
349,KANIM TANJUNG PERAK SBY,9898014089531000,BPG 135 KANIM TANJUNG PERAK SBY,31 Februari 2024,111.755.795.00, 231.153.651.141.21, , 
350,RUTAN GRESIK,650925678691000,BPG 135 RUTAN GRESIK,31 Februari 2024,0.00, 231.153.651.141.21, , 
351,RUDENIM SURABAYA,8100126646331000,BPG 135 RUDENIM SURABAYA,31 Februari 2024,5.537.404.00, 231.153.651.141.21, , 
352,DIPERTA DAN KP 050040,0500401000,BPG 135 DIPERTA DAN KP 050040,31 Februari 2024,0.00, 231.153.651.141.21, , 
353,DIPERTA DAN KP 059000,8100120590001000,BPG 135 DIPERTA DAN KP 059000,31 Februari 2024,0.00, 231.153.651.141.21, , 
354, DIPERTA DAN KP 059004,8100120590041000,BPG 135 DIPERTA DAN KP 059004,31 Februari 2024,0.00, 231.153.651.141.21, , 
355,DIPERTA DAN KP 059106,8100120591061000 ,BPG 135 DIPERTA DAN KP 059106,31 Februari 2024,0.00, 231.153.651.141.21, , 
356,DIPERTA DAN KP 059178,8100120591781000,BPG 135 DIPERTA DAN KP 059178,31 Februari 2024,0.00, 231.153.651.141.21, , 
357,DIPERTA DAN KP 059179,8100120591791000,BPG 135 DIPERTA DAN KP 059179,31 Februari 2024,0.00, 231.153.651.141.21, , 
358,DISBUN JATIM 05DK,0591141000,BPG 135 DISBUN JATIM 05DK,31 Februari 2024,0.00, 231.153.651.141.21, , 
359,DISBUN JATIM 05TP,0591801000,BPG 135 DISBUN JATIM 05TP,31 Februari 2024,0.00, 231.153.651.141.21, , 
360,DNS PETERNAKAN JATIM 06 TP,80047000591811000,BPG 135 DNS PETERNAKAN JATIM 06 TP,31 Februari 2024,0.00, 231.153.651.141.21, , 
361,DIPERTA DAN KP 059185,8100120591851000,BPG 135 DIPERTA DAN KP 059185,31 Februari 2024,0.00, 231.153.651.141.21, , 
362,DINAS PETERNAKAN JATIM (059186),9890780591861000,BPG 135 DINAS PETERNAKAN JATIM (059186),31 Februari 2024,0.00, 231.153.651.141.21, , 
363,DISBUN JATIM (059187),0591871000,BPG 135 DISBUN JATIM (059187),31 Februari 2024,0.00, 231.153.651.141.21, , 
364,DIPERTA DAN KP 059444,8100120594441000,BPG 135 DIPERTA DAN KP 059444,31 Februari 2024,0.00, 231.153.651.141.21, , 
